voter,rawScore
0x802dbd9af9055c0c8c92c610106618289d31eff9,40.13
0xf8f7873f80039d59783e7059ecff5a6c49d70d47,47.64
0x851a839a4b332b2442d06166bbaf7816ff4112b8,16.16
0x0017978be209769c2bdca8b424846fd2fa5994fe,15.75
0xd57534a54bd7a31e446fce08e2ccbb0f7310f526,15.75
0x4c2d85c291a8d4189131f57253fcfd9a615cd0ad,22.0
0x246be97fdf5e8cef7db14a50874cf6ef6f32919a,15.75
0xde7817eb6180a81eeadeaeeb5a861d886b9f78ac,20.61
0x8164067542eb3a14b9f3d830f76d94d47eddae30,15.75
0x4369ee75ff339f5568966621672d6e3417144fa4,24.6
0xd71dd4b76e2973f34c73c15bc0b05cf919d7e4a3,15.75
0x8393ad50555bb4c2588eedc0fa3a7813f16180a9,16.06
0xaa59086096ada9c4b257cb94db972db4a7a2772d,15.75
0xeec3c3d33fad7c45712e46590c4c9772768438a9,15.75
0xf00e0d6b5409d99f300d38474015173bc67a1568,15.75
0x38430336153468dcf36af5cea7d6bc472425633a,38.47
0xa77c72924929c34291ba9491db7cb569afb7b648,29.51
0x4e3a9949461384bef2bc09ba4f2539c4c6e4eed4,35.06
0x9103c02dcb6b9fd5529ed63b2920e87bd270ea79,22.0
0xc6963f45f159425f26770bcf0d78bfeb882a9cde,17.83
0x44655969e68304a391262d34978a2a39eacca25e,15.75
0x0fe2daa6457cf5bdf7172387551addf60d873149,15.75
0x7f04c1ea7e60f2c620948d5f201ca23d3d54d10d,30.24
0x4f57bbcffdc797024cca3a922123cbddad6b6d12,20.23
0x15f0956df7f8170ce682398de876a6ae47bbfd00,25.02
0xfe3b7bfbb766ddfe44b01822a37d460b3fcac436,21.28
0xa451159791f64858a30678606ab6ffddda70a551,15.75
0x6cc6e7dadb0d70a723f521507295552d868dc3ac,
0xe84b0443b8341d9c215a150ff208c0ce5d2d9a74,
0x386f55fddbadf4920cc35920902215fe7ce94808,7.09
0x0ffdda78d1b7bde90cb2c3e13fe66dbf080e177c,25.24
0xcb23fccfdb3281cc4f293693f0d0f3809629490a,21.9
0xcc25225e6f7fd24760b563f4cb8b2a4d5d76151c,16.16
0x597fc897b6ab221c18cf51a31cef41285597aef1,23.46
0xc10205dc4bde24e71fb51e37f57790b4db16a835,16.16
0x7e5399b7a9b6c29870e4cb919d407ac2d4cfd1bf,23.25
0x6d25a1e9e176ab058e0f19e67bcbcaac2be96fa9,23.46
0x29e91543e7a5fd8ae61303ed045b9c264c78eb17,29.29
0x3eb70a0ebbbc7b822a2a4ab7351d33d039c138ab,27.11
0xa0f055cd4feac4e3231cfc21a2f5a7a9d67b6fa8,15.74
0x8a04f3a2e59e1aef77a9244ead5fb3d7abec4a1a,15.74
0xe1f7280de84b84f91be3830ca437ee6fc548bb7a,37.01
0x4399fdd9fddeb907a18ef8ba7b28c7a057c3f973,23.46
0x25e937f3c4cbaef3f92a19ee077d8e41d1abbbc6,35.34
0xd791351d68960b06f3bd6a4d1e3dacb993f3d85c,12.93
0xdfd54b605d845a0e7fb79e58293c0a66e7279eb3,23.05
0x112b5b3adbd9ab35d189f6cc11404b0155631179,16.16
0x75404fe152420252909a66a2398e25e2f2c95f53,32.18
0x2001b8a69b88ce0ea1bd1546f4b51da763f78a6c,21.69
0x19dc51950eecd6a6b84998da6c15b92ef7982acd,24.18
0x616e244e438674335b89dd3470d64610b9027931,19.91
0x5f74f075c5234fc7adff2c12ae870a609a482356,28.46
0x1b46177c1ca11065039bc338ae41a6cba116a434,21.48
0xf69136e6793134e1eddf040a24112f323c95b1ea,22.0
0x7e0e4552d4ed7f4b8ba95d98f858a0e356220c0b,30.13
0xe2130af473bc9a202aa6f43af960a7c11fd5aa46,16.06
0x643a6ffcafba8db48e45de66099495ce58dfd185,16.16
0x7743bd8965c8f27587c5ce2174e57323c1fc3d96,20.12
0xea5199b520c78782d75d830c30527c259d19ab64,26.79
0x07351fcdc4744c935d7b1347b77f64cdde8f805b,12.2
0x7bba438cd90e7d8538e159ebe4e7dcaf3fc4a5f7,16.16
0xe8b55fd62045d51274812e5c3ab803055c0e3eaa,33.06
0xf6e7943ef768c85f144c2658994a646b50cbdbfb,17.31
0xd0306ef57a544c58f925d574dd4b989c27a26ada,16.06
0x84f734c6c6fe7bb628e0ff04ff0a5776b8d68f9f,38.27
0xbdf47c931a619d606613e1ab10aa8ffcdc14d574,16.16
0x514d16739af3965206a3e3519842acf85a587dce,17.31
0x1615b5e85c2cc9c2d748987c1ef3f4185ed2150d,21.17
0xe627fa5b46edcd0058ca0d39ef4ba94448a184da,21.58
0xfcf903acad57f8fb449f96dbd87bdf2383488dc1,23.25
0xb2502a17c5328c78d2f541bbdac38ce306e66a66,21.9
0x6dd2e8b1a2ba89d98156dbdc77a0f5914d5c8421,20.85
0x9b9ebf36715c352b125122c25b086c6e85edbf59,25.34
0xafe2b51592b89095a4cfb18da2b5914b528f4c01,27.73
0xe1a0e342e615fd48fe10bede1f69512e8bb5d0b3,15.84
0x5403ba4ebfaafe4dfce8161e74b20de404b54624,21.79
0x2238287464bfd7a2dc2b29fe4116365e39aa69c5,23.57
0xfad3bbf485f2fb125a9272d733e9713753000f70,31.8
0xe76d4165967fb1ed8d5a56d5dea87e3bc8ecd3ac,32.01
0x300ef369708d850446dfde4c1c14d70e358d31cc,30.34
0x4d408561974a064c76d223c5d1039a327d37b2b2,16.89
0x8d8235770bf1f877ce51949a49c2c43fb39ebc01,20.85
0x96409069b740744a084f3d7cd95ec36c72b6e6fc,21.9
0xc3d43f8e008ccff959101b8d0d26562e84d2b204,19.71
0x85bb069b3a6ad2af22a55d866ac0a5ea2ebc9dbd,17.93
0x2ebcc5ae0c89e7206c88b83a82b6144ab7392d6e,23.67
0x9692d31394c057c5d30924d44bfb901052e6bdfd,19.05
0xd44bd863d78f4bdd0fb45c5dfa117efdccb040ac,21.9
0x4a8d342ca6a96794f32569fe0ce0776b3ac04de8,20.29
0x059d4e165e1e0d20adb610486079471c1fffb439,3.86
0xca119907cfd60c35e8eedcf99b1db01ef8c179aa,20.23
0xdb9978ae426a11603c76d35cf73bacd40d0dd0fd,19.18
0x22723cc5ae5a1b4514ca41f2466e2ade15cf529b,16.79
0xc754d8fb5f318f006adb060e79ef9d6d07fa9905,16.06
0x67846ced6221d8a3c1e4d64f16fd606d82b70a4a,26.97
0xd57dcb52b93dfd5133084779a4cbc57cbb9b6c32,31.45
0xf85c22c0d429f7a43f8d36fdde308b423e091e7e,29.74
0xa80b9cba10e137cf1279128523a98430b0f30733,21.8
0x80bb6faa87b9ae4f5f6e192eb497400b859c4f15,25.12
0x12846a6da4e729a6b5c33d32f93bf52ee3cae8c3,23.57
0x32e100b633a70b4f315945f7c18373297f9f8a9f,21.9
0x6e4985a5d8f671edce0caaef585ee80f7c073219,17.1
0xafd3681ccb0c52d54ade15b2ac346425c8ed0d95,42.24
0x6f0d30ee2bc8d381eefc23d5149fc9eee268321b,37.8
0x42eed31a8bb26099364b301ae087acfb037ba864,28.25
0xf0193df47411eaf686ddbd99276572210838bcf3,18.14
0x992f09e9144f68cbb365b0d447590cfbd9eb7400,26.35
0x09d9186906a21d86e93aeb42946b4901bf90a440,16.06
0xb9ea5623ad4339c0fe09d16b1abfc47498e70dae,31.82
0x1bea80c2b888a6a44fc43b87e5c84823e97af614,26.48
0xb9d795b50542920618b2176d3675b6d8be4d5838,18.14
0x4b5b4d7309ecbba89bddf18ea46a0c61a9dc4d0e,18.46
0xaa91763c68fde68f59b363e630075c4a684fcacf,17.38
0xb21365a936cad1e7d0a676a9cb971dd8b72a7d03,21.9
0x5bd140f4e021ef0dad1c6bbbea650da63b80c1a3,25.44
0x56b1ef1058f45ac05cdc2323bad8e5e6063eaf5d,17.94
0x4878b5496fda31ecf21f9e28e86e1ab80f23748e,34.72
0x8cdb4c0c5fd09bfcd10b2713c7edc93a362e8031,20.23
0x34a10fce0293276a43c127ac457ad3e65732c888,21.9
0x0e1a55af6ff44bd87b3f6e4be17490511b5670eb,17.85
0x6c07619adb26f83b81b1dc8e5aa4b71444f50053,31.94
0x427807016e8fad9dd110116d06fd2181a0123f84,21.23
0xbc470793aafec58a427fb40894c6a304a51866de,21.9
0x78b787b11ae1d50acc97be2f3e54f1d1851f522b,20.19
0x43f708c3f68b5fe2fe5cf38844b56613c71fc544,38.79
0xf69bc34b73da823e18a6960975fb865a29b218a1,20.95
0x3e491e3d0b77e6f2a4b1fa4ab3c0fe044553bd83,23.63
0x3c23b3f9514d00df9295f2ea6047146b21a7354f,26.58
0x5e51f3248ce714b7e1d2cc1946461ccb71fa1c4f,19.5
0xe2f3e2cfe21f13ec992c53e2a27680738ee6ed65,3.86
0x9f1e8abfd04a3d0ecd9e6840b5fe33706612bd3b,28.99
0xc7dc2eebca9bc10af7fbe88195ffcbd3db45479d,23.46
0x9d2897d8a487770e906f9f1360bb884680557db0,26.69
0x5e3ee9259aa6cbf2caf2c072f5f5fb6db5820ba2,30.24
0x08c6d3d7cfff3c1d3863c82032024a2747a9d1b0,3.23
0xfb10b1ddbb0c2c0b5ea9fd83195ca9e0bcf6cb91,16.06
0x99744e2f6b5a96927fe3940ad4a812b39772682d,3.86
0xcd8ec5a44d707a9d737b6a5cfb30f13a4715d1f8,16.06
0xd96954e762480f6afe0d9939624f46118d4101f8,15.54
0x93b2d1d414ca285656b5b719df2dd831b84f6ece,22.63
0xcfb13a6e985a52e227fc3ecc854dd83d83ea8cba,29.73
0x8d88ab3c5e69004434eaeae7727fcfaf06c77537,18.98
0x4cd3eb0c9e00bf5e7b1a8dacadb0a06d45106bcc,15.44
0x36e4b35907a91a8a103f00697beebb754350297a,23.04
0xaf084423b9333152448e6bb0a1e6bd8cd5bac1be,16.16
0x275915abfbfddd183ae933df799ffbd05e194c20,8.23
0xdd40bb88c972f7fc5a5ae47e041ff46e907ef89a,23.05
0x4c1a78e7ae90904ec7ed9a1e6238aba4afb25175,8.76
0xa22a726119d5e359a3f159f8d50df24788117dc1,15.19
0xaff072b85fc03539fd404a2227c3af62221b88bf,23.25
0x62ac1ff6f3282de72209b3610503ac26779a03b0,0.0
0xee5a8091ca4d88247b3e4ee0a6e560034b5615bd,23.67
0x9397658de89fd308608e3e0f7c1745532221acde,8.76
0x30e94e22a7015b57fb5065d7a3a6cb8a146c2ce2,18.24
0x8f59d415ffd78575d9c674d32ac114a41afd3d30,19.71
0xf7a2b228d7c4b96e15a2c4bd477e3b730deb9541,3.86
0x791fc8797f08299815786dd94a2b0ab6c51b98d9,18.35
0x83c8dd8105f2b39f897ccc9581a2e7476865bd3c,30.03
0x6195084e8d108b00d0a5831c4a48404c5526c2f6,16.27
0x57fb490ab9c3946aca8a8101edc41925811f8b25,3.86
0xc5dbfe03cf6155d39807f56bdaa7dee78414b89e,19.61
0x1a08c76d71ec3fc5ef26b76deff6400ca2e6f2f8,23.25
0x94dd0ded0f0e841e94c59538d43047ea1cde790b,23.25
0x51ddc5d345146fddd9ceeaf74d90e7af10e2ad9f,23.25
0x2b491ac8fdc8775afdabc53b7ac3145642d5357a,3.86
0x6fca84ca4e730162fe15141768837e972d6ab281,23.25
0xe50843a22b564bff77f1e6e79fffea7b9a09b5e2,15.4
0x8f67de0ce8b137b6f546d2fc3b7ad6c2119e4e64,18.35
0xd366841e125090dd434303dc0f03a6cde4a8ea9c,3.86
0x35bb6f1d3bde8fd79b2769d3504785946a1e3710,3.86
0x34847c12cc38e32e28498560bb1e74f5ade45e5b,38.47
0x5b6a1ba8bb103e34956fe3197c182200c75ee0d4,28.77
0x85f83c379913e1f6e7bacd2a943feff07bd8b9fc,23.25
0x5b1921259fe041069f206a282e5110fa1e9f0cc1,23.25
0xc1ea2a22575d0b19cac2f0d7753727e4d4f2b669,3.86
0x26e2e4ded04f9a4caea63840dc3ada8e428c9aaa,25.02
0x25d0cb67abc6e95e3a0590a91967611b95c0b7ca,18.56
0xc05984a372958005ea7be9c56f1fe5c36a783c91,24.92
0x45d59b7aab8bf00449b5a898b14aa4b048f5c56d,27.01
0x7e66d236c24bb79d88b8bac014035abc4da61e5e,36.83
0x2958c30f7c5b8c5bfbf1ac244d57cc862b779fd9,36.7
0x645399a6c37f3488dd5f79cba908f91cd236baba,23.25
0x190236c3840f258a95fe11e8c45e623dd8174e1e,38.16
0xe6aead3a0df13e9a96c89ce56d3f40de366aae8e,28.68
0x853045776212b3d2d574f83e0c085cc7d52223ee,3.86
0xd9aee33795f242a12bb9e687e1533f44ac5bb11c,38.8
0x18168b6a76388ac653f8a54ecbe853c1178996b5,23.25
0x5089a4951b0abafc2facf73a05ad5d42d82c7574,23.25
0xdfef68b86eff06691e3edfaebf620c84eb86f0e3,29.83
0x67819fbdb8683b80834dc1787927b67ba4d99c90,3.86
0xb1d5cc00adf0d2ac4d4fe64eaad65c046c1c5b23,15.11
0x9bb6acee72ef687e9e0bb1b78c908526d967b745,41.91
0x979036873e81cfc833ed45d8f7196506babe968d,3.86
0xfa026aed61a440e26dd3e189eebf1ba1c6a1d0e1,
0x051337f5727478ebc8af6a1843752dccbba4bdcc,15.53
0xc2d29b61022d32acef192d4d0551271d7218936f,3.86
0xac0da3a79a854b99b08ba6fae140617901453ba8,26.91
0xc23e2abac6d98192210002c8d85eb94a90e0aff0,3.86
0x4656321c010e5a723f086f8015cbd1c2cf02a0d5,15.64
0xdaf040c853043773f516d5a33ea7e3ad0d97740b,19.42
0xb0eb8b4003fdd74f3c7994fbe5fce95ad10e3bcc,21.99
0x18575bb56a548047a3738512415e9be5572f7bd7,22.62
0xc69751dcdc504ff6447bef3b76ad2fb79719e216,
0x20d6736cb46df9e19e15eab2a2a1f8af94746d3c,3.86
0x78b2e0b7a3eb5c4ec9f1bc54cc978284d9fbd731,3.86
0x7d220f11e35dca6a25c6d1c4706ab29976418887,5.0
0x4f63c1e83cf9bd7f7849e228f38d2c33ad5c4f1b,5.42
0x1996407c670f1d616322dce3a8bbbe126b809e7b,31.28
0x73165a7bf621f466c63f6a0c8f08e969772c2a6d,38.79
0xb406ba646703e35a6d3103169eaf79dd03e5464a,5.42
0x3f6a93d84941ce39b1bba75e4b3ab2ddbd87b85a,19.81
0xa2d7bdf9fa7f15179e53a363c21cbd25b4360748,27.01
0xaf8030fdd965efc36bf940f6f74ba0bc4157d4f4,10.73
0xf5fed9e5175668647d880eb084a63c4041dd5e1c,23.67
0xd2e5017b43119fe4b84c2c3e3076ca072f3d74c6,5.42
0xd465d8a36dced7d3617ead555ea225b51516a631,15.33
0x35775a11be0910b88c2e0372abf34ff92ef83ff7,16.27
0x7eb4ccdb37e99cc1793929ccc2ec95e5caa53b3a,5.42
0x78fb64e0f917e6ae90c4029ecf29648c588e6050,15.54
0x3a769223e4992969bcc7a3de666a02a8709f4b3a,17.93
0xf9178e809cefaf2b219787336650a31552e52d5f,20.02
0xb8a29b056f29a4439d36fccb7822da8375e32702,5.42
0x907e660c6f9e7043f902933e79aa4bd986f6282a,23.25
0x788a3334fe7f5ad50eedb3a0a6992933fab66cfb,5.42
0xa89e81493738d5970801264a6500b113f3de678a,5.42
0x1c9ff3d6007d9c784d85a3100f195d9ce41fd33c,28.46
0x6f81739b8dd375675025bf2388df2dafd464bc80,5.42
0x9c95e279609b0e96fde29ca6f434e42e5c800828,15.74
0x91b8e2849bd540f56a2f4bdc7c0c6718b12de679,5.42
0xb11c4630f9a0f645aaa7773980dd89aa807a2997,4.9
0xcf571e890c3f319978eda4fe9f62dbe9cc7e3aa0,26.72
0x8ad43232d76b86c4bff2f92fea633d11977e5aa0,15.74
0x9ab655081484dcf02b92a9214643d30b0bee04b8,17.51
0x9ae452e5bd703f0fe1afc79776137b38024d4f2e,
0xbe8ab031bb6bf050c3b4674a44b0b024e28ed724,29.92
0x83e8edf9cc365cdf962fcd9db69a56d56f5c98fa,37.04
0x114b6d01735ed46f9d1c0969d2a57c8ac44d0f74,5.42
0x49bc93dad5223194eae3b4ee10179b63f3399124,5.42
0x189c3ee39c8258a285ce693b85032a84986b8989,5.42
0x885528e81468665388441f1f96454464c3e614f9,23.05
0xc1083ea694c1e7bb375f40b0c2924b584c2518f5,17.31
0x914b261cc6e2230738f31845b748d97d938a1360,18.35
0x665e2baf733281e82bf104153a6752c7543670ee,15.54
0xbf129620ab73616b15cb4e836be3eb2b79af3d70,29.94
0xca7b0ce9f73164c2fa1ec90826c94df00796e994,7.3
0xab8486435f2f3be90099be43a9451c15a4094a0f,23.15
0x7be282682f4a902e672f7567ef87f90dff148a6f,2.19
0xad41b2f99a67838d88e9b647dc6f72cacd9e30ac,19.81
0xdc85ccdc7ba675ccf4e02fddb74a99ed5c9b56c4,24.61
0x6c19e9bec7ba0f693df7ca49f4367a3775765513,4.9
0xba83554a9bfb945a2998ab07397149f356efe12d,5.42
0xab516b0afea19212c7873ab6e784d97cb8996fe2,25.34
0xc77704f8ff4b11a827d9ae0ef9a6df5271f7a956,24.81
0x8653dee340096c801aa43cd763998bc7ce38d63f,17.51
0xaa31d1e2d0290d1208ae76129d40491bd7d24610,19.08
0x015b705727addb9f2d8046a4ed0f6069acdf9d6d,5.42
0x0ddc4264651f022b77b34043cb0c12f47ef2dba2,5.42
0x3f9e89702a0abf1809fa26df3c7e1f747be8b6bb,24.91
0x4b8fa9979850a88fc5c197dbc30918c697d54c1c,38.58
0x896ca014e6e17ec26e0fe8a3e0d880c587afa237,5.42
0xcf7c21ded40f2df85a564207a89b3379780d9ce3,48.09
0x779e0dcc4492a58a7df4da7b1dd6d38ecd8a0a38,15.54
0xcbbe23cad8537cdfb7e62702f1a118f9ea5a8b83,27.11
0x18c3ce1849e91a0029e19ff3975a22222b919eeb,2.19
0x95eb3482c6c54e64071d8445dbc79774232f48a3,15.54
0xab7b49bacd43bd4cfa41433d477f690bb9e1fb26,41.15
0xb4c412ab8c78df44b880ea7a6ee126a5fec30b61,5.42
0x335929f9327e17d12e001db7c8d1625f75aacebc,16.16
0x104bb3135b882bfc31116ead55c7a9d74ee3db6f,33.67
0x28fb6f3f14c3f477124e8822e611d63cb12af892,5.42
0xb6bd440baba4cb88f97bc25bc055ab7fbb6e9f8a,15.84
0x75091e52640da77ee34d9761cfad7ef30330536c,19.81
0xa9f26211fa03da13f9cfd6485b57baafca9e9b64,20.75
0xa497541ba3a444eacf96f8ccb9d47fc9c98c2f4f,5.42
0x3eb67a675296df7e0653992d5cf5aa6637a00abb,5.42
0x24749aedf18208ab74a8110e07e820286bb5acf8,43.47
0xdb93440afab57da665126084eddf9ac9f91c9a82,17.01
0x7d45cbeb1fb60d8d7b390844f041254dfb30c2db,5.42
0x6f5d72ff011ed9380819ff0085e26f51fa84f734,5.42
0xc6b7b0408014900ac9fd688917d996191cad2926,25.02
0xc6b9817b7c1ee805c660f5fe2627ab4b6f26711d,23.01
0xfd337dc17c304251a633b51e5ea46e1b61066cae,5.42
0xb338f9d4f5751653201a15fdc01b4bb3b81b4bc0,5.42
0xaef7255a24c572f27ac9dde4ff74406d714a1fb5,16.47
0xbd057799321ab208a1a29ea8c6d44c698be90bd4,5.42
0x4ca312c361b71e1f96fd470bee8eb3954575d254,5.42
0x62bfcdf002ae657df53182f13b1a9751435c175a,32.01
0x1ff2aa163a3c43a45f649376c3e5849d5d1d75fe,16.37
0x62a10596cc41bd96f5b246c280cf3f8436eb4aef,15.74
0x2a6b7d01ed691c6e17719f486e7b48b189913f0e,30.25
0xa9de3278f78b6691c32b34edba633d92fe93c0d8,22.0
0xd7c7bf0ea3b7ccbf10ea4f3f00734cd2b2b1979e,16.68
0x1a3efd51d37b07ba584799bd1de42885fb1da6e0,16.68
0xa9caebf58584d4462d94b519999e44db9fcfcc1c,16.68
0x9228d3c1a1c72bfb58922e66ba250bd2a07dbdc4,16.68
0x5d257e2ed416c2821b3687b0e3db64e04b608990,16.68
0x38ce312d8f9209477b7c6f852f3072039c7e5827,16.68
0x2bf674dd39d204750c431f355e2174e9775caab6,18.35
0x6fd0528252ec36252a1c92f3f96e91b0c8cf761f,16.68
0x4851134a7f8d7dd8f6631ded0cf1d81d3093d153,16.58
0x871d7c0e086fdd2e2ae1168f3f2b28f1c113aaad,17.83
0x88888f8bed4b61eea9f75d7d5c02d3a146d6758a,33.28
0x93b4cca935dca28ea1f3656b970ce4ddb3f96e53,24.6
0xd201ecbe85a32944464964a1e1c02f923e7c4dfe,19.42
0xaeec26af6fd6e4509e3262658f80f5b8f22e82f4,29.5
0x45b76b8e924fe33e206a3f1ec9279994923fe322,18.46
0xc02f2da155458a2b07c7c5d94c3a243438ec0523,15.84
0x2b4fd5b73df1ae9cccc310381fcfe128ad31d6df,22.52
0xe010b3bcbb3d077a82985194800227914393360a,39.0
0x31afc5378d382403a1d909687726c385511c1c26,17.83
0x9486c65119294e623d984a893397fd0288251ef3,19.4
0x905edcdba673f8ff412a1ba708cef3f08ca6aeb6,21.17
0xbc0bc5088169072633d0b29e8d4cbe9ee151af52,19.5
0xf7d011d919b55b49dff8e7374a9502939eb9b082,19.4
0x3b8823607bd9758c46b5fd69ae01b6ef497223ef,21.17
0xe7178d361677c99eb658b9295881fd4ee72a0884,26.79
0x4cabcd10230c232cbbfc3349ec6d3fd0b8b0bebc,16.58
0xf85fe17faaaaddd20fa588a6c4ca06914d507a84,16.79
0x6c4e286c1e24e9f254ac646c07332925e3674dbe,15.74
0x7348f2d196cb6dea954863d364fca5b45f0b52a8,25.26
0xf93b4392e7fabe50cc7fef276ba128d152e4d416,22.94
0x66da6b601a6c5ecca8445ffa637e8659f93743e7,19.4
0xf3449e4c65d1e3c3fe756cfd8c06c4e7567083c1,19.5
0x91864d405d4fabf76c7dd2b61cc4abf5aa5057dc,19.4
0xa45654618bb94bd02985089a0240bb33cf11f438,21.17
0x8b0eaa47bbc05f5bc7075552a98aca43065caca7,21.17
0x64abeb76b110458e6d0a726ca90fe39fcfd60b8c,19.4
0x765cbbdd8d00e014341f247b6486221c76f9ea33,21.17
0xd62a6b07d03caa912e23b9e1f3979104edfb894f,22.84
0xf76f267b4fc0c9714a393f0347eac25d155e0f4b,21.17
0x56791fed32d352f14f94b4659fd9e13e10b61bf7,21.17
0xc694ed6794ed4e99fb8882b9b10e1b8e2dd1ad65,21.17
0xecb66d2e7a8fb956d57a99763a09354339011543,21.17
0x0eace202e00b2e4b39e90d0c5d724e453c872405,21.17
0xfc806724340fdeb0b080e410202f83dca1e59a83,19.4
0xa84b7076677687c6b738eecc3ef22d165cdbc952,21.17
0x078d241dbe88c96d02e69cee7e13be12b3612205,38.79
0x691cfa5f0f105fc92acf830844f290ad9b44c23e,20.54
0x30299c7b06a4e61ef4aed51a146dd498494336f2,22.94
0xf94dcf902cc7b00410db4368cae8797d7fc2d5ad,17.83
0x63a13c11cb3c7c92994984ff04484dbf9168a8fb,19.08
0x7aad19282d375a074abfd31579327204b0aef8c8,25.02
0x047e6dc67c1af3c4e193855532c0c71b19b84643,23.25
0x70732eb049383dd196faa3d89ff707e11b143f26,19.6
0x3dc8b8613bccd27858e52f63b50d8703dd8bd73d,30.06
0xe96db17193ba1ffb201b82bcb94d67654779d720,26.06
0x2bce2fd5646b27969109c8f67a0b35b455f852d0,22.62
0x3b3561d058ba6af4a57266480e54521ffdd73b90,28.78
0x241317f7e42b0d9cb26b7199b4c7c279b606b5f0,15.95
0xc861ad471497e198a275807590310638807faafe,20.82
0x6d526f6b4c86fbdc8e359e6bef4cd6a42acea2d7,38.89
0x7e6f1575849d66d41e5ad52d65b074e9931f9939,30.24
0x0fb1e9d87baddd120a8c0c45767e46fce43f7c50,16.89
0x899672e37b2cf3f3078e88e3bda5e2c083ac748d,21.17
0x8c843233f4ac89fd1f98825c3707b023f8427c28,16.16
0x1517c19e8eda04d6e1286ec3ea7a0eb79109d832,26.17
0xff43a5c0a7575f8eb671a9131537658837d36abc,16.17
0x0ea9ffb2de5aecedac08f6647150f65eefb617e1,19.4
0xf479cfea71ac62180a31f672e7f28f95cd2fbe57,21.17
0x9de4b66a46d496b63fea299d712efe76b89c8f1e,19.25
0xcb53a818042db647cb01672751b0e4efca29cf55,48.61
0x5d4d02d9b1fec53edb3cbc540b958a7ab470e46e,21.17
0x883fb88598149c0ba3fdd763a0dafa755289ab2b,19.4
0xe92cba4a8d5547ed055a0ad7f979101bd7263866,19.4
0xb3b65679e493669ef0efddca2209b61dcfa2b2a7,19.4
0x73ff500e27b79b58e507dfae81976c648407b220,19.4
0x8edbf30c54923abd87b4cec7b8b37b5cfe102781,19.4
0x5e890fa86f5d485951b03682d52a79d8fb0f978a,19.4
0xe58211c39594f37918b29a2191bb9cbf00625913,21.17
0x5c4a222732a2aecc90f173301015cff639f60a41,19.4
0xba66314fbf2a8e1bd5d64c394115548f2ade6459,0.0
0x084326ef87292b9efaa8a26e5fd526b0d8fc0656,19.4
0xe186012e9c91f0401434fc4e62740e9896e7a24b,19.4
0xb122e5fa7a73c84aa877c6e9d1282818212e607e,21.17
0xc800481489594c6a21a1d030d618260bd4285b53,19.0
0x0aad6299f35f526f4f50f361b636159f7a4fff11,15.64
0x7799ae3dad3a5a27b18cb3b79a2fe52045a7b15e,17.51
0x22eafaea717f06a0fa62bc0490a13a9647e86ce3,15.12
0x5d9c5c3192dbcc66c84908cb1677cee5ab2a1086,26.41
0x049473ab328466c40d13c4a566e4555770f3d066,19.4
0xba5c6eea0bc2fd07d7eb0f99559e8c2abd7dfee6,21.17
0x5391d5a82434b297354179535e89fdfaac2db6a0,17.51
0x6b73f2b5ddf22a3e190893bbd83e2f0a882a7dac,18.77
0xac87f947edbe514ad6b8ea4ecaed7e9d57570382,19.08
0x4b59666bbd92b403ef2ebb3e575002fd3a5e8410,21.9
0xa452af567bf7dbba6f60452fab1e8fdbd4caaf5b,15.64
0xdf4e2d20fa0dc8f924f16aa95f0ba949800646b2,15.64
0x0000014ffa35ed6ad0d5c9c079c908716c113eb8,44.74
0xc3488c1a709bf44834af72e413e11b7aa9390cfb,15.64
0xb1a4c8fc3f563ed8b09393242a84fa1c9f82ef93,19.71
0x93a43097ec691216b1fd68a44271764cc2fcd713,15.64
0xcc09d6d8d704782e0b3b489038e80e4baa08622e,27.94
0x5399344f1f53fd6bbe0254db276b5e514aedba6b,
0x7597104f5d2fe7c834954fc5b41ef54eb67d2591,19.08
0xab23aa61743ae64c1cca935ab4dec33839ae74ab,30.45
0x7cc4b04e56885335124e43308627f1b6ecbec53d,15.22
0x95864a5f411ac7d3327229fca534407121f68f22,16.79
0xdb1f91772c19e39a3e084800f0cbac2d67b5ea4c,24.71
0x2eebe0b8a8ef9ac79c7222bbd899fa2fb553c4bf,17.52
0x07bf41ade9d3499c5e5e7e6c16aed5d76eeab9ad,24.92
0x5cfbb3bee9d6395f3909546acf49780ccbd3fbc3,23.25
0x5119f837e1eb6291f5c0abae84017bd5359a8463,15.74
0x583c3ea145261f7510df3f0ec30e70d36aa63fe0,32.73
0xa296fcc4240bfa95c20d7c64e3956ab3df8c3648,31.91
0x185438489b86c96eac5ee80ef6ab46b13991cfa1,17.52
0xe4775ec96b072f77d613b6a9442dbba98237bc5b,30.35
0x1b46dd64e9dcb2785272450fe6c1864a2eebed33,15.54
0xc1f18add39c684bd533d7fc3f3c76dda9d1ec109,15.53
0x2eeaa7534aa31545e98319ed72827da53264775f,35.24
0x793985fb14db01feadd0192b3ffb75d50ef51e86,28.46
0x5a8e3d372031b3598bdd8d285e9da96aad8e84dc,
0x0f38acbb49dcd4063188e1733dd111dd196a68d9,3.34
0xe3d5b4f74d83358841584388943d2eb43fe0a488,
0xf35249d23f08666a18900ceb518b379521d4d4f9,
0xad500eb3be8622b647b923c00dfc66577d7213b9,31.7
0xb7c1a60c0fe85abafe1b82641339fc509bed2e5c,0.0
0x877b37d3e5467b4aae7687dd3480a46c8d3e16be,29.92
